id,city,title,url,date_posted_iso,category,description,estimated_value,contact_method,contact_info,has_been_contacted,follow_up_date,scraped_timestamp,ai_is_junk,ai_profitability_score,ai_reasoning
267,,Montblanc Le Grand Platinum Ballpoint Pen/Meisterstuck - New in Box,https://newyork.craigslist.org/wch/for/d/peekskill-montblanc-le-grand-platinum/7839066625.html,2025-04-01T10:23:02-0400,,"3 leftover from client gifts.  2 are still gift-wrapped. 1 was opened for photos.  This bigger-sized version is easier to hold and write than the standard size one.  Your colleagues esp. superiors will be impressed with this pen. It makes a grand statement.
$400/pen.  No low ballers, please; you will be ignored even at a higher offer.  I'm in no rush to sell.
https://www.montblanc.com/en-us/ballpoint-pens_cod34480784411808706.html
Please note that I live in northern Westchester and only free to meet up in NYC (Manhattan's Eastside, Downtown Manhattan/Brooklyn, Navy Yard, Ft. Greene, Clinton Hill, North Williamsburg, Greenpoint, LIC) or along the Sprain/Taconic on Sunday (sometimes Saturday) mornings. I would need to know by Friday afternoon. Meetup in Chinatown/LES preferred if in NYC.
If interested, let me know where and when you would like to meet, and please include your phone # when responding.
Cash (only) and carry/All sales final.
Ad will be updated once sold a pen has sold.
Thanks for looking.",,Reply Button,,0,,2025-04-01T07:48:52.873016,,,
266,,The $2 Bin,https://newyork.craigslist.org/mnh/atq/d/new-york-the-bin/7831638895.html,2025-03-04T07:40:38-0500,,"Every item here is $2. From the Faretti shot glasses to the tumblers, from the coffee mug to the miniature antique japanese saucers, from the collectible bottle to the cheese grater, from a french press to a cutting board. Everything sold as is. Items are added and subtracted from the Bin regularly, so what you see in the photos may not be current. For example, the two red glasses and the brush have since been sold.
My mom collected antiques her entire life. She loved going to flea markets and thrift stores in search of hidden treasures. Now that she has passed I am selling off her collection.
Click on the ""More ads by this user"" link on the right to see all the antiques and other items I am selling.
I live on 23rd Street Manhattan, Between 1st and 2nd Avenues. Come on by!",,Reply Button,,0,,2025-04-01T07:48:04.644207,,,
265,,55 gallon open top metal barrel.,https://newyork.craigslist.org/lgi/mat/d/hicksville-55-gallon-open-top-metal/7831563511.html,2025-03-03T19:53:49-0500,,"55 gallon open top metal barrel.
Previously held petroleum jelly $25.
15 to 275 gallon plastic and metal barrels and totes.
15 gallon closed top barrel (26"" H x 14"" D). $20.
30 gallon closed top barrel (29"" H x 19"" D). $20.
30 gallon open top barrel (29"" H x 19"" D). $20.
55 gallon closed top plastic barrel (35"" H x 23"" D). $20.
55 gallon closed top F/G metal barrel (35"" H x 23"" D). $20.
275 gallon food grade IBC - (46"" H x 40"" W x 48"" L). $120.
* Cage only $100.
* Bottle only $80.
Black plastic pallets - (43"" x 43"" x 4""). $20.
Keywords: rain barrel - water collection - sump pump - cistern - pond - 5 gallon container - 15 gallon barrel - 30 gallon barrel - 55 gallon drum - food grade - 275 gallon IBC - 275 gallon container - 330 gallon container - fish - tilapia - red wigglers - worms - burn barrel - prepper - shtf - emergency water storage - water collection - livestock - firewood - pig feed - goat - doghouse - diesel - biodiesel - waste oil - gas - gasoline - oil - emergency fuel -hydroponics - aquaponics - food storage - gold - silver - platinum - tank - food storage - survival - water storage - dog food - cat food - chickens - moving container - shipping container - seeds - planter - flower pot - nursery - deer - Farm - dairy - cow - milk - tent - anchor - cesspool - garden - plants - blackberry - paw paw - gray water - grey water - planter - pot - organic - duck weed - wolfia - tent anchor - tie down - maple syrup collection - dog house dog food storage - cat house - cat food storage - Armageddon - floatation - docks - rain barrel - rain water - road salt - sand - silo - grain storage - beer - wine - moonshine -",,Reply Button,,0,,2025-04-01T07:47:43.400889,,,
263,,vintage fan,https://newyork.craigslist.org/que/clt/d/maspeth-vintage-fan/7823581791.html,2025-02-03T07:24:47-0500,,old metal  fans  40 dollars each,,Reply Button,,0,,2025-04-01T07:47:06.687965,,,
264,,dell laptop battery,https://newyork.craigslist.org/que/sop/d/maspeth-dell-laptop-battery/7823582066.html,2025-02-03T07:27:32-0500,,"Dell xps9550 laptop battery
H5H20",,Reply Button,,0,,2025-04-01T07:47:06.170014,,,
262,,Vintage Art Print Country Scene Calendar Pictures,https://newyork.craigslist.org/mnh/clt/d/new-york-vintage-art-print-country/7825670999.html,2025-02-10T17:51:15-0500,,"These rare art print calendar pictures were issued circa 1948 and thus are about 75 years old.  The ones shown in the first picture are about 7"" by 5"".  The cost of these 6 pictures is $33.
The second picture shows 3 scenes that are about 4"" by 7' and one that is 6"" by 4"".  The cost of these 4 is $23.
I am located in the East 80s.",,Reply Button,,0,,2025-04-01T07:47:02.890865,,,
261,,Wooden spinning display unit,https://newyork.craigslist.org/wch/for/d/greenwich-wooden-spinning-display-unit/7834555507.html,2025-03-14T15:24:48-0400,,"Black wooden spinning display tower unit with adjustable plastic holders.
Spinner - 63"" high, 9.5"" square
Plastic holders -  12"" high
IF YOU ARE READING THIS POST, THE SPINNER IS STILL AVAILABLE.  NO NEED TO ASK.
$50 or best reasonable offer.  Can help to deliver LOCALLY.",,Reply Button,,0,,2025-04-01T07:46:47.128364,,,
260,,Both plastic bench and plastic pedestal for $20,https://newyork.craigslist.org/wch/grd/d/bedford-hills-both-plastic-bench-and/7818826058.html,2025-01-16T13:26:23-0500,,"Plastic bench and plastic pedestal $20 for both
Click ""more ads by this user"" button (upper right) for more items for sale.
Cash only. For a quicker response, please text me the day and time at
show contact info
to coordinate pickup in Bedford Hills (Norther Westchester, not NYC).",,Reply Button,,0,,2025-04-01T07:46:00.941431,,,
259,,Collectible limited edition Metrocards - empty or expired,https://newyork.craigslist.org/brk/clt/d/brooklyn-collectible-limited-edition/7822265671.html,2025-01-29T09:40:43-0500,,"I have a large collection of used MTA Metrocards, from current and dating back over 20 years. Collectible limited edition picture cards, as well as large quantities of ordinary expired Metrocards that can be used for Crafts, Art, and Screen Repair.
Contact me with whatever requests you have. Some sample cards that are currently in high demand:
Batch of 50 plain cards, all in good condition - $20
Full set of all 3 Vampire Weekend Metrocards - $30 (or $12 each for any individual ones)
Law and Order / Olivia Metrocard - $10
Nordstrom set of 4 different cards - $15
Art, Music, Poetry, Baseball, Travel, Miscellaneous Advertising, Theatre, and so many other subject covered. Rappers, Actors, Sports, TV - everything!
Almost all are in mint condition. Some are slightly worn in used condition. All are empty of any money. Most are long expired. Some are still refillable and usable.",,Reply Button,,0,,2025-04-01T07:45:58.689946,,,
258,,Pushups handles,https://newyork.craigslist.org/que/hab/d/maspeth-pushups-handles/7823581034.html,2025-02-03T07:17:57-0500,,Perfect push ups,,Reply Button,,0,,2025-04-01T07:45:46.812037,,,
257,,Vintage Art Print Outdoor Calendar Pictures,https://newyork.craigslist.org/mnh/clt/d/new-york-vintage-art-print-outdoor/7825670336.html,2025-02-10T17:48:51-0500,,"These rare art print calendar pictures were issued circa 1948 and are about 75 years old.  The calendar prints size varies by picture but generally, are about 4.5"" by 3.5"".  Each set of 6 pictures sells for $33.
I am located in the East 80s.",,Reply Button,,0,,2025-04-01T07:45:16.908782,,,
256,,Travel Golf bag,https://newyork.craigslist.org/wch/spo/d/bedford-hills-travel-golf-bag/7818825941.html,2025-01-16T13:26:02-0500,,"Travel golf bag (no wheels) for $20!
Click ""more ads by this user"" button (upper right) for more items for sale.
Cash only.  For a quicker response, please text me the day and time at
show contact info
to coordinate pickup in Bedford Hills (Norther Westchester, not NYC).",,Reply Button,,0,,2025-04-01T07:45:02.880616,,,
255,,Flood Lights Eliminator E 117 (5) for,https://newyork.craigslist.org/que/msg/d/flushing-flood-lights-eliminator-for/7825827166.html,2025-02-11T11:35:29-0500,,"FOR SALE (5) FLOOD LIGHTS ELIMINATORS E-117
This is a set of 5 Brand New Flood Lights Eliminator Par 38. One Box is Open for Sample.
This package of 5 Lights is value at $219
7 1 8  3 4 4  1 7 7 8
For immediate assistance and pickup, Call or Text Vic.
NO E-MAILS PLEASE
*CASH ON PICK UP ONLY*
Please see my other offers, when you click to the right on: [more ads by this seller]
WARNING...NO E-MAILS, TEXT MESSAGES, OR CALLS WILL BE ANSWERED, for certain individuals asking me to send a code, and/or offering me some forms of payment not acceptable to my standards. If you want to buy and don't have the time to pick up (even offering more money), don't bother getting in touch with me because I won't answer yours inquires.",,Reply Button,,0,,2025-04-01T07:44:40.559478,,,
254,,LOTS of men's suits and sport coats,https://newyork.craigslist.org/wch/clo/d/greenwich-lots-of-mens-suits-and-sport/7836829748.html,2025-03-23T11:28:31-0400,,"Selling a number of suits and a variety of sport coats.  Sizes include; 50XL, 50L, 48XL and 48L.  They are in good condition, most having recently been dry cleaned.  Recent weight loss forces sale as they cannot be tailored. Pant/Slack waist/length is typically 38x34 (some may be 38 x 36)
$50/sport coat and $75/suit - Wont be able to beat that price for a new suit, plus the cost to have it tailored. Shipping available, but local (can meet between Greenwich and NYC) pick-up preferred.
If the ad is still up, they are still available. I will edit the ad and remove the pics of the suits/coats as they sell out.",,Reply Button,,0,,2025-04-01T07:44:33.696701,,,
252,,"ONE Console Table Lamp with Gold Metal Leaves, intertwined Clear Beads",https://newyork.craigslist.org/mnh/hsh/d/new-york-one-console-table-lamp-with/7838371118.html,2025-03-29T09:19:44-0400,,"ONE Console Table Lamp with Gold Metal Leaves, intertwined Clear Beads $95 Cash Only
Vines of beautiful Gold finish Metal Leaves intertwined with Clear Beads climb up this Buffet Table Lamp.
Beige Tapered Column Shade
Once used for a buffet table, perfect to brighten up small corners, on a nightstand or end table / side table, in an entryway and in any room needing a touch of elegance.
Not just a buffet / console table lamp, but a piece of art.
Turn on and off with a roll switch.
40 Watt Torpedo Bulb / Bullet Bulb INCLUDED
Measurements:
Height to top of Finial: 45 - 1/2""
Base Diameter: 5 - 3/4"" X 5 - 3/4""",,Reply Button,,0,,2025-04-01T07:44:19.976699,,,
251,,Air Compressor,https://newyork.craigslist.org/fct/for/d/stamford-air-compressor/7819462536.html,2025-01-18T18:01:11-0500,,"Portable compressor “Porter Cable “ in good working condition, 135PSI.
See the link below for details:
https://www.amazon.com/PORTER-CABLE-C2002-Oil-Free-Pancake-Compressor/dp/B000O5RO1Y/ref=asc_df_B000O5RO1Y/?tag=hyprod-20&linkCode=df0&hvadid=692875362841&hvpos=&hvnetw=g&hvrand=10042174535822853517&hvpone=&hvptwo=&hvqmt=&hvdev=m&hvdvcmdl=&hvlocint=&hvlocphy=9192973&hvtargid=pla-2281435177858&psc=1&mcid=5e184523291638fab93b2c064eda3cf0&hvocijid=10042174535822853517-B000O5RO1Y-&hvexpln=73&gad_source=1",,Reply Button,,0,,2025-04-01T07:44:16.692523,,,
250,,"17' Computer monitors, keyboards & mouse - PACKAGE DEAL",https://newyork.craigslist.org/wch/for/d/greenwich-17-computer-monitors/7836832627.html,2025-03-23T11:40:37-0400,,"This PACKAGE deal includes:
- 17"" Dell monitor - works well, includes power cord.
- 17"" LG monitor - have not used in a while, includes power cord
- Dell Keyboard - have not used in a while
- Lenovo Keyboard - have not used in while
- Dell mouse - have not used in a while
Good price just for Dell monitor, but great price with all other parts included.  $50/FIRM, will not break up the PACKAGE DEAL.
If the post is still up, then the deal is still available!!",,Reply Button,,0,,2025-04-01T07:44:12.192766,,,
253,,Alba 500 Kg Manual Winch,https://newyork.craigslist.org/brk/tls/d/brooklyn-alba-500-kg-manual-winch/7839066793.html,2025-04-01T10:23:44-0400,,"Manual Hanging Scaffolding winch made by Alba-Macrel Group in Spain
Lifting equipment Hanging scaffolding Manual hanging scaffolding
The most economical solution, maintaining the same quality and safety standards.
Ideal for rehabilitation works.
Suitable for places where there is no electrical current.
Composed of elements that are easy to assemble, store and transport.
The manual suspended scaffolding has been present at ALBA-Macrel Group in Spain since its creation in 1957, and the millions of winches sold have served thousands of customers all over the world in an excellent way.
The ALBA winch model have up to 3 holding brakes that make the manual hanging scaffolding a very safe lifting platform for passengers.
Shipping cost excluded",,Reply Button,,0,,2025-04-01T07:44:09.633505,,,
249,,Vintage Folk Art Portuguese Hand Painted Fish Plate,https://newyork.craigslist.org/mnh/atq/d/new-york-vintage-folk-art-portuguese/7831639142.html,2025-03-04T07:42:20-0500,,"Decorative Hand-Painted Portuguese fish plate. Possibly represents Pisces as part of a horoscope series. Beautiful condition. Colors are bright. No chips, cracks, or repairs. 8"" diameter. Vintage 1980's. Very Collectible!
My mom collected antiques her entire life. She loved going to flea markets and thrift stores in search of hidden treasures. Now that she has passed I am selling off her collection.
Click on the ""More ads by this user"" link on the right to see all the antiques and other items I am selling.
I live on 23rd Street Manhattan, Between 1st and 2nd Avenues. Come on by!",,Reply Button,,0,,2025-04-01T07:43:56.426255,,,
248,,Sony VAIO VPC-F1290x Core i7,https://newyork.craigslist.org/mnh/sys/d/new-york-sony-vaio-vpc-f1290x-core-i7/7819462692.html,2025-01-18T18:01:56-0500,,"SONY VAIO VPC-F1290X PCG-81114L 16.4” LCD CORE i7-Q740@1.73 8GB RAM 1 TB HDD WIN 7 Pro
In great working condition, the top case cover has a crack which was fixed, but LCD is in tact.
Similar laptop sells for $425 refurbished on eBay.",,Reply Button,,0,,2025-04-01T07:43:56.220106,,,
247,,Foldable golf cart s,https://newyork.craigslist.org/wch/spo/d/bedford-hills-foldable-golf-cart/7818825537.html,2025-01-16T13:24:58-0500,,"Old and not pretty foldable golf carts.... but beats carrying your bag.  Any golf cart $20 each
Click ""more ads by this user"" button (upper right) for more items for sale.
Cash only. For a quicker response, please text me the day and time at
show contact info
to coordinate pickup in Bedford Hills (Norther Westchester, not NYC).",,Reply Button,,0,,2025-04-01T07:43:49.153940,,,
245,,Vintage Duck Decoy,https://newyork.craigslist.org/mnh/atq/d/new-york-vintage-duck-decoy/7831639198.html,2025-03-04T07:42:45-0500,,"Very Cool life luck vintage duck decoy. Animal Trap Co., Victor Veri-Lite Paper Mache Duck, Lititz, PA, 1946. Good condition. Small chip on beak.
My mom collected antiques her entire life. She loved going to flea markets and thrift stores in search of hidden treasures. Now that she has passed I am selling off her collection.
Click on the ""More ads by this user"" link on the right to see all the antiques and other items I am selling.
I live on 23rd Street Manhattan, Between 1st and 2nd Avenues. Come on by!",,Reply Button,,0,,2025-04-01T07:43:36.557259,,,
244,,Two 2014 VW Volkswagon Passat Key FOBs,https://newyork.craigslist.org/wch/pts/d/millwood-two-2014-vw-volkswagon-passat/7818825649.html,2025-01-16T13:25:19-0500,,"Two VW Volkswagon 2014 Passat Key Fobs (one was the original key the other was programed for a 2014 VW passat) $60
Click ""more ads by this user"" button (upper right) for more items for sale.
Cash only.  For a quicker response, please text me the day and time at
show contact info
to coordinate pickup in Bedford Hills (Norther Westchester, not NYC).",,Reply Button,,0,,2025-04-01T07:43:33.605880,,,
246,,15 to 275 gallon plastic and metal containers,https://newyork.craigslist.org/lgi/hvo/d/hicksville-15-to-275-gallon-plastic-and/7817966480.html,2025-01-13T12:45:56-0500,,"15 to 275 gallon plastic and metal barrels and totes.
15 gallon closed top barrel (26"" H x 14"" D). $20.
30 gallon closed top barrel (29"" H x 19"" D). $20.
30 gallon open top barrel (29"" H x 19"" D). $20.
55 gallon closed top plastic barrel (35"" H x 23"" D). $20.
55 gallon closed top F/G metal barrel (35"" H x 23"" D). $20.
275 gallon food grade IBC - (46"" H x 40"" W x 48"" L). $120.
* Cage only $100.
* Bottle only $80.
Black plastic pallets - (43"" x 33"" x 4""). $20.
Keywords: rain barrel - water collection - sump pump - cistern - pond - 5 gallon container - 15 gallon barrel - 30 gallon barrel - 55 gallon drum - food grade - 275 gallon IBC - 275 gallon container - 330 gallon container - fish - tilapia - red wigglers - worms - burn barrel - prepper - shtf - emergency water storage - water collection - livestock - firewood - pig feed - goat - doghouse - diesel - biodiesel - waste oil - gas - gasoline - oil - emergency fuel -hydroponics - aquaponics - food storage - gold - silver - platinum - tank - food storage - survival - water storage - dog food - cat food - chickens - moving container - shipping container - seeds - planter - flower pot - nursery - deer - Farm - dairy - cow - milk - tent - anchor - cesspool - garden - plants - blackberry - paw paw - gray water - grey water - planter - pot - organic - duck weed - wolfia - tent anchor - tie down - maple syrup collection - dog house dog food storage - cat house - cat food storage - Armageddon - floatation - docks - rain barrel - rain water - road salt - sand - silo - grain storage - beer - wine - moonshine -",,Reply Button,,0,,2025-04-01T07:43:29.800172,,,
243,,Vintage Creamer with Metal Lid,https://newyork.craigslist.org/mnh/atq/d/new-york-vintage-creamer-with-metal-lid/7831639253.html,2025-03-04T07:43:11-0500,,"Vintage Creamer with Metal Lid. Lovely. Very collectible. Good condition. Metal lid and hinge work fine. I was unable to identify the mark on the bottom, but most likely British.
My mom collected antiques her entire life. She loved going to flea markets and thrift stores in search of hidden treasures. Now that she has passed I am selling off her collection.
Click on the ""More ads by this user"" link on the right to see all the antiques and other items I am selling.
I live on 23rd Street Manhattan, Between 1st and 2nd Avenues. Come on by!",,Reply Button,,0,,2025-04-01T07:43:29.161321,,,
242,,Self-closing cardboard shipping boxes,https://newyork.craigslist.org/brk/for/d/brooklyn-self-closing-cardboard/7820066970.html,2025-01-21T09:35:33-0500,,"Self-closing cardboard shipping boxes in 2 sizes. Strong sturdy re-closeable boxes that can be closed without tape. Selling at a fraction of the regular retail price. Limited quantities available.
Outside dimensions (inside is slightly smaller):
Small - 9-1/8"" X 6-5/8"" X 3 1/8"" - 25 for $10  - only 150 currently available (6 bundles of 25 ea.)
Large - 12-3/8"" X 10- 1/4"" X 3-1/8"" - 25 for $20  ($.80 each)  - only 100 currently available (4 bundles of 25 ea.)
Preferably only in multiples of 25.",,Reply Button,,0,,2025-04-01T07:43:09.568208,,,
240,,Vintage Japanese Hand Painted Nippon Ashtray,https://newyork.craigslist.org/mnh/atq/d/new-york-vintage-japanese-hand-painted/7831639505.html,2025-03-04T07:45:17-0500,,"This is a unique Nippon Hand Painted ashtray. Lovely design. Great condition. This is not just for smokers. I'm sure you can think of other uses for this unique beauty. Wider at the bottom than the top. 2"" tall. Might make a nice planter.
My mom collected antiques her entire life. She loved going to flea markets and thrift stores in search of hidden treasures. Now that she has passed I am selling off her collection.
Click on the ""More ads by this user"" link on the right to see all the antiques and other items I am selling.
I live on 23rd Street Manhattan, Between 1st and 2nd Avenues. Come on by!",,Reply Button,,0,,2025-04-01T07:42:55.086013,,,
239,,"20+ tennis racquet s, racket s ALL for $30",https://newyork.craigslist.org/wch/spo/d/bedford-hills-20-tennis-racquet-racket/7818825084.html,2025-01-16T13:23:42-0500,,"ALL 20+ tennis racquets rackets for $30!
Click ""more ads by this user"" button (upper right) for more items for sale.
Cash only.  For a quicker response, please text me the day and time at
show contact info
to coordinate pickup in Bedford Hills (Norther Westchester, not NYC).",,Reply Button,,0,,2025-04-01T07:42:49.555168,,,
241,,Unique Vintage Turquoise Rectangular Ceramic Planter,https://newyork.craigslist.org/mnh/atq/d/new-york-unique-vintage-turquoise/7831639655.html,2025-03-04T07:46:15-0500,,"A wonderful unique planter. Good condition. No markings on base, other than a T113. No idea regarding the provenance. Since it comes from my mom's collection, I know it's vintage, but nothing more. Please note that the discolorations seen in the photos are due to the lighting, and are not actually present on the glaze.
My mom collected antiques her entire life. She loved going to flea markets and thrift stores in search of hidden treasures. Now that she has passed I am selling off her collection.
Click on the ""More ads by this user"" link on the right to see all the antiques and other items I am selling.
I live on 23rd Street Manhattan, Between 1st and 2nd Avenues. Come on by!",,Reply Button,,0,,2025-04-01T07:42:45.566835,,,
238,,Silver Gewage SPD and flat clip-in bike pedals,https://newyork.craigslist.org/brk/bop/d/brooklyn-silver-gewage-spd-and-flat/7831280990.html,2025-03-02T21:33:36-0500,,"Used a handful of times. Come in box with all hardware, including cleats. $40+tax on Amazon.
Dual Function Bicycle Flat Pedals and Clipless Pedals- 9/16"" Platform Pedals Compatible with SPD for Road Mountain BMX Bike
【DUAL-SIDED BIKE PEDAL】– The Multi-Use Clipless Pedals offer the cyclist the option to use clipless shoes for the clip-in side(come with Clipless Gasket*2 ) or casual shoes for the flat side of the pedal. This pedal measures 7.09 x 5.12 x 2.36 inches, and weighs only 1.28 pounds, making it a wide-body and yet lightweight option very popular with commuters and gravel riders, as well as mountain bikers.
【CNC HIGH QUALITY BODY】– mountain bike pedals With a wide platform are made with CNC integration aluminum alloy body, very strong and wear resistant, is excellent for riding stability on both the clipless and flat sides, with the additional grip being provided by the high-quality replaceable pins along the frame’s periphery.
【SEALED 3 BEARING】– 3 Fully sealed bearing bike pedals can ensure the stability and reliability of the pedals while protecting the spindle from water and dust. which ensure great durability and anti-corrosion. Keep pedals spin smooth and without noise. Allowing you to enjoy worry-free riding anytime, anywhere.
【EASY TO INSTALL】– The Non-Slip bicycle pedals have a clear mark to identify the installation direction. ""L"" for left pedal, ""R"" for right pedal. No longer to worry about being unable to distinguish the direction of pedals!International standard 9/16'' inch screw thread fits for most brand bikes, for BMX, MTB, mountain bike, Hybrid bike, cruiser, commuter bike, dirt jumper, folding bike, road bike, touring, track bike, unicycle, urban bike .
【EASY CLIP IN/CLIP OUT】-the Clipless pedals with adjustable entry and release tension settings, the cleats tension of the bike pedals could be adjusted by the screw on the side of the pedal. Clipping in and out is very easy after you adjust the tension to your liking. Professional level pedals ensure perfect clip in feelings.",,Reply Button,,0,,2025-04-01T07:42:35.731444,,,
237,,Tom Clark Gnomes,https://newyork.craigslist.org/wch/clt/d/bedford-hills-tom-clark-gnomes/7818824873.html,2025-01-16T13:23:01-0500,,"Tom Clark Gnomes:
""Comfort and Joy"" Year 1992  SIGNED by Tom Clark $120
""The Grad"" Year 1992 $30
""Walt"" Year 1985 $25
""Leprechaun"" 1985 $25
Set of 5 ""Carolers"" 1987 $60
Click ""more ads by this user"" button (upper right) for more items for sale.
Cash only.  For a quicker response, please text me the day and time at
show contact info
to coordinate pickup in Bedford Hills (Norther Westchester, not NYC).",,Reply Button,,0,,2025-04-01T07:42:28.973931,,,
